property_id,municipality,state,culture,area_ha,obs_date,ndvi_mean,ndvi_std,evi_mean,cloud_cover_pct,satellite
PR-0154,Umuarama,PR,algodão,1372.4,2023-08-29,0.497,0.037,0.475,28.2,Sentinel-2
PR-0154,Umuarama,PR,algodão,1372.4,2023-09-28,0.461,0.044,0.418,8.2,Sentinel-2
PR-0154,Umuarama,PR,algodão,1372.4,2023-10-28,0.487,0.049,0.467,3.9,Sentinel-2
PR-0154,Umuarama,PR,algodão,1372.4,2023-11-27,0.671,0.048,0.578,4.6,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-01-01,0.43,0.046,0.393,4.4,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-01-31,0.538,0.06,0.491,20.4,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-03-02,0.389,0.084,0.368,1.3,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-04-01,0.529,0.022,0.43,1.3,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-05-01,0.422,0.086,0.361,1.0,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-05-31,0.364,0.086,0.334,3.9,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-06-30,0.339,0.01,0.333,16.7,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-07-30,0.537,0.071,0.485,9.4,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-08-29,0.284,0.06,0.267,10.6,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-09-28,0.405,0.061,0.306,16.3,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-10-28,0.611,0.077,0.542,2.5,Sentinel-2
PR-0155,Umuarama,PR,trigo,1553.3,2023-11-27,0.307,0.068,0.299,9.6,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-01-01,0.85,0.08,0.721,2.7,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-01-31,0.742,0.049,0.65,1.7,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-03-02,0.772,0.077,0.662,6.7,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-04-01,0.679,0.063,0.604,11.1,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-05-01,0.628,0.048,0.587,4.6,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-05-31,0.574,0.068,0.494,8.1,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-06-30,0.645,0.064,0.566,0.2,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-07-30,0.631,0.062,0.572,11.4,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-08-29,0.694,0.061,0.632,12.5,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-09-28,0.631,0.073,0.552,12.6,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-10-28,0.577,0.077,0.517,5.3,Sentinel-2
PR-0156,Cascavel,PR,milho,2458.3,2023-11-27,0.658,0.061,0.545,3.3,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-01-01,0.595,0.043,0.536,3.2,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-01-31,0.686,0.078,0.61,9.6,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-03-02,0.614,0.019,0.552,16.3,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-04-01,0.764,0.054,0.695,13.5,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-05-01,0.467,0.08,0.394,4.3,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-05-31,0.465,0.082,0.459,25.3,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-06-30,0.578,0.057,0.499,13.2,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-07-30,0.596,0.05,0.538,7.5,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-08-29,0.447,0.076,0.408,21.4,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-09-28,0.707,0.113,0.59,15.6,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-10-28,0.798,0.042,0.691,1.2,Sentinel-2
PR-0157,Campo Mourão,PR,trigo,2459.7,2023-11-27,0.72,0.034,0.623,15.5,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-01-01,0.673,0.088,0.546,1.5,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-01-31,0.659,0.051,0.576,8.7,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-03-02,0.724,0.074,0.63,0.7,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-04-01,0.573,0.031,0.511,1.4,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-05-01,0.835,0.041,0.728,2.4,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-05-31,0.57,0.018,0.502,1.1,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-06-30,0.721,0.079,0.626,9.4,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-07-30,0.597,0.092,0.486,11.6,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-08-29,0.524,0.043,0.433,10.7,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-09-28,0.831,0.039,0.742,6.6,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-10-28,0.832,0.031,0.726,0.7,Sentinel-2
PR-0158,Ponta Grossa,PR,soja,427.2,2023-11-27,0.769,0.088,0.686,22.1,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-01-01,0.763,0.053,0.671,6.1,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-01-31,0.6,0.092,0.477,3.1,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-03-02,0.47,0.083,0.416,7.4,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-04-01,0.449,0.063,0.411,6.2,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-05-01,0.45,0.063,0.427,5.5,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-05-31,0.433,0.034,0.384,1.3,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-06-30,0.401,0.029,0.341,3.0,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-07-30,0.352,0.07,0.306,46.1,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-08-29,0.48,0.038,0.429,9.7,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-09-28,0.466,0.02,0.445,3.2,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-10-28,0.642,0.048,0.555,9.6,Sentinel-2
PR-0159,Toledo,PR,algodão,1134.8,2023-11-27,0.364,0.098,0.33,1.6,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-01-01,0.863,0.059,0.735,37.1,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-01-31,0.866,0.061,0.733,6.0,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-03-02,0.721,0.09,0.641,4.0,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-04-01,0.917,0.083,0.822,6.9,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-05-01,0.729,0.023,0.629,1.4,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-05-31,0.574,0.08,0.523,2.8,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-06-30,0.709,0.071,0.616,0.1,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-07-30,0.523,0.056,0.429,9.1,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-08-29,0.721,0.059,0.647,14.7,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-09-28,0.721,0.068,0.623,29.2,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-10-28,0.763,0.066,0.692,7.2,Sentinel-2
PR-0160,Maringá,PR,cana-de-açúcar,932.4,2023-11-27,0.734,0.088,0.633,4.1,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-01-01,0.526,0.085,0.473,12.0,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-01-31,0.716,0.09,0.621,0.8,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-03-02,0.39,0.068,0.319,4.7,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-04-01,0.665,0.07,0.58,1.0,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-05-01,0.352,0.026,0.31,35.0,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-05-31,0.621,0.029,0.544,0.8,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-06-30,0.408,0.049,0.386,2.8,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-07-30,0.49,0.073,0.439,10.0,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-08-29,0.57,0.041,0.471,4.0,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-09-28,0.657,0.074,0.54,6.0,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-10-28,0.745,0.075,0.613,8.4,Sentinel-2
PR-0161,Cascavel,PR,soja,760.5,2023-11-27,0.525,0.06,0.443,8.6,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-01-01,0.811,0.061,0.703,6.8,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-01-31,0.711,0.055,0.612,2.4,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-03-02,0.681,0.052,0.604,27.1,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-04-01,0.751,0.086,0.702,8.6,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-05-01,0.6,0.066,0.563,2.8,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-05-31,0.513,0.049,0.444,5.4,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-06-30,0.498,0.101,0.461,5.7,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-07-30,0.597,0.049,0.492,0.4,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-08-29,0.665,0.063,0.587,1.2,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-09-28,0.614,0.035,0.526,2.6,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-10-28,0.664,0.039,0.563,8.4,Sentinel-2
PR-0162,Toledo,PR,milho,2592.9,2023-11-27,0.651,0.071,0.585,23.2,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-01-01,0.615,0.048,0.516,10.0,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-01-31,0.552,0.033,0.469,5.7,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-03-02,0.795,0.092,0.677,3.8,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-04-01,0.873,0.075,0.756,2.5,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-05-01,0.421,0.054,0.352,0.7,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-05-31,0.659,0.089,0.555,1.3,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-06-30,0.629,0.045,0.592,2.0,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-07-30,0.793,0.093,0.68,1.1,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-08-29,0.358,0.053,0.281,0.8,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-09-28,0.565,0.045,0.513,2.7,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-10-28,0.673,0.069,0.602,11.2,Sentinel-2
PR-0163,Londrina,PR,milho,1630.9,2023-11-27,0.711,0.075,0.652,9.1,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-01-01,0.383,0.062,0.357,1.4,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-01-31,0.459,0.074,0.414,10.6,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-03-02,0.648,0.07,0.594,2.3,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-04-01,0.417,0.036,0.343,1.6,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-05-01,0.602,0.057,0.508,4.5,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-05-31,0.369,0.099,0.306,13.5,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-06-30,0.283,0.097,0.265,3.0,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-07-30,0.327,0.067,0.289,10.5,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-08-29,0.443,0.056,0.417,6.5,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-09-28,0.526,0.019,0.459,26.2,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-10-28,0.312,0.071,0.269,5.8,Sentinel-2
PR-0164,Ponta Grossa,PR,algodão,1804.1,2023-11-27,0.302,0.102,0.263,9.6,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-01-01,0.685,0.03,0.596,10.7,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-01-31,0.645,0.095,0.55,17.0,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-03-02,0.585,0.055,0.469,9.0,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-04-01,0.559,0.078,0.469,2.0,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-05-01,0.81,0.077,0.656,4.4,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-05-31,0.619,0.046,0.552,1.0,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-06-30,0.705,0.052,0.58,1.0,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-07-30,0.599,0.055,0.537,1.9,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-08-29,0.63,0.034,0.552,21.6,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-09-28,0.803,0.037,0.67,0.3,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-10-28,0.585,0.066,0.49,7.6,Sentinel-2
PR-0165,Londrina,PR,soja,1868.0,2023-11-27,0.727,0.051,0.649,0.0,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-01-01,0.696,0.066,0.563,4.2,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-01-31,0.715,0.062,0.621,11.7,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-03-02,0.75,0.083,0.639,17.8,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-04-01,0.811,0.045,0.702,36.4,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-05-01,0.616,0.042,0.557,0.0,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-05-31,0.785,0.083,0.662,0.9,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-06-30,0.66,0.07,0.558,0.3,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-07-30,0.708,0.036,0.574,25.7,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-08-29,0.715,0.059,0.599,9.2,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-09-28,0.757,0.083,0.683,12.1,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-10-28,0.633,0.079,0.549,1.1,Sentinel-2
PR-0166,Marechal Cândido Rondon,PR,cana-de-açúcar,1095.9,2023-11-27,0.582,0.094,0.497,1.1,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-01-01,0.832,0.072,0.699,0.1,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-01-31,0.675,0.044,0.589,0.7,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-03-02,0.437,0.072,0.379,2.6,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-04-01,0.517,0.072,0.46,9.7,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-05-01,0.451,0.042,0.358,0.9,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-05-31,0.557,0.057,0.457,1.7,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-06-30,0.632,0.038,0.556,4.1,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-07-30,0.573,0.058,0.511,1.3,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-08-29,0.606,0.061,0.54,6.0,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-09-28,0.504,0.043,0.385,2.0,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-10-28,0.559,0.063,0.48,0.9,Sentinel-2
PR-0167,Campo Mourão,PR,algodão,90.3,2023-11-27,0.619,0.029,0.574,9.9,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-01-01,0.685,0.062,0.595,5.1,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-01-31,0.574,0.068,0.494,1.6,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-03-02,0.749,0.054,0.649,0.1,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-04-01,0.697,0.022,0.593,3.2,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-05-01,0.564,0.041,0.495,3.7,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-05-31,0.437,0.052,0.369,3.9,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-06-30,0.614,0.053,0.534,7.1,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-07-30,0.514,0.085,0.432,1.7,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-08-29,0.5,0.016,0.457,3.4,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-09-28,0.713,0.051,0.56,1.8,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-10-28,0.644,0.054,0.569,2.3,Sentinel-2
PR-0168,Palotina,PR,trigo,2690.6,2023-11-27,0.78,0.088,0.651,19.0,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-01-01,0.685,0.056,0.555,5.6,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-01-31,0.774,0.087,0.677,9.5,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-03-02,0.673,0.064,0.553,9.5,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-04-01,0.571,0.059,0.477,9.2,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-05-01,0.771,0.021,0.688,3.9,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-05-31,0.728,0.064,0.614,2.5,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-06-30,0.596,0.071,0.525,16.9,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-07-30,0.736,0.066,0.619,9.8,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-08-29,0.478,0.057,0.421,6.4,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-09-28,0.82,0.063,0.718,2.2,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-10-28,0.71,0.063,0.652,2.5,Sentinel-2
PR-0169,Campo Mourão,PR,trigo,1373.0,2023-11-27,0.482,0.067,0.391,2.3,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-01-01,0.366,0.02,0.297,17.2,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-01-31,0.881,0.059,0.777,18.3,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-03-02,0.495,0.116,0.429,3.5,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-04-01,0.587,0.058,0.494,2.4,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-05-01,0.709,0.063,0.649,7.0,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-05-31,0.293,0.055,0.225,23.3,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-06-30,0.512,0.088,0.434,4.7,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-07-30,0.466,0.054,0.418,7.9,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-08-29,0.602,0.044,0.493,4.6,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-09-28,0.67,0.074,0.601,5.5,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-10-28,0.369,0.069,0.332,23.0,Sentinel-2
PR-0170,Palotina,PR,algodão,392.7,2023-11-27,0.751,0.067,0.668,3.0,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-01-01,0.782,0.063,0.681,28.2,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-01-31,0.947,0.08,0.838,10.4,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-03-02,0.794,0.035,0.687,14.0,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-04-01,0.763,0.062,0.635,0.4,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-05-01,0.67,0.068,0.601,0.1,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-05-31,0.769,0.109,0.658,0.9,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-06-30,0.663,0.042,0.573,5.2,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-07-30,0.612,0.04,0.524,1.4,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-08-29,0.644,0.07,0.589,7.9,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-09-28,0.798,0.087,0.72,0.9,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-10-28,0.719,0.083,0.631,19.5,Sentinel-2
PR-0171,Marechal Cândido Rondon,PR,cana-de-açúcar,2077.7,2023-11-27,0.707,0.081,0.619,1.3,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-01-01,0.456,0.031,0.416,37.5,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-01-31,0.449,0.068,0.44,2.6,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-03-02,0.626,0.068,0.515,0.7,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-04-01,0.74,0.071,0.647,4.5,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-05-01,0.411,0.071,0.32,9.3,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-05-31,0.565,0.048,0.48,16.7,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-06-30,0.431,0.083,0.365,19.0,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-07-30,0.519,0.071,0.418,15.8,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-08-29,0.656,0.055,0.578,4.7,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-09-28,0.584,0.076,0.456,13.5,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-10-28,0.626,0.074,0.543,3.1,Sentinel-2
PR-0172,Umuarama,PR,milho,2769.0,2023-11-27,0.464,0.084,0.428,3.5,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-01-01,0.497,0.043,0.464,20.4,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-01-31,0.765,0.041,0.682,6.2,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-03-02,0.489,0.061,0.426,10.0,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-04-01,0.637,0.026,0.549,13.3,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-05-01,0.527,0.068,0.45,15.2,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-05-31,0.566,0.045,0.51,1.1,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-06-30,0.673,0.088,0.56,12.1,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-07-30,0.654,0.074,0.586,14.4,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-08-29,0.322,0.045,0.268,2.0,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-09-28,0.629,0.06,0.538,9.5,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-10-28,0.691,0.085,0.594,0.4,Sentinel-2
PR-0173,Maringá,PR,cana-de-açúcar,1469.8,2023-11-27,0.511,0.081,0.461,5.2,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-01-01,0.737,0.072,0.679,4.3,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-01-31,0.698,0.062,0.585,1.2,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-03-02,0.392,0.052,0.309,4.7,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-04-01,0.716,0.058,0.62,0.9,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-05-01,0.76,0.071,0.651,1.4,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-05-31,0.555,0.043,0.495,23.7,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-06-30,0.419,0.069,0.363,2.9,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-07-30,0.756,0.067,0.704,2.5,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-08-29,0.698,0.071,0.639,4.1,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-09-28,0.62,0.079,0.546,13.8,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-10-28,0.842,0.056,0.759,5.2,Sentinel-2
PR-0174,Guarapuava,PR,milho,139.0,2023-11-27,0.766,0.048,0.65,3.8,Sentinel-2
PR-0175,Cascavel,PR,trigo,1957.6,2023-01-01,0.644,0.069,0.537,3.3,Sentinel-2
PR-0175,Cascavel,PR,trigo,1957.6,2023-01-31,0.795,0.061,0.704,0.9,Sentinel-2
PR-0175,Cascavel,PR,trigo,1957.6,2023-03-02,0.654,0.063,0.58,1.8,Sentinel-2
